"_id";"_labels";"MGLT";"average_height";"average_lifespan";"birth_year";"cargo_capacity";"classification";"climate";"consumables";"cost_in_credits";"created";"crew";"designation";"diameter";"director";"edited";"episode_id";"eye_color";"eye_colors";"gender";"gravity";"hair_color";"hair_colors";"height";"hyperdrive_rating";"language";"length";"manufacturer";"mass";"max_atmosphering_speed";"model";"name";"opening_crawl";"orbital_period";"passengers";"population";"producer";"release_date";"rotation_period";"skin_color";"skin_colors";"starship_class";"surface_water";"synth1";"terrain";"title";"updated";"url";"vehicle_class";"_start";"_end";"_type"
"815";":Character";"";"";"";"19BBY";"";"";"";"";"";"2014-12-10T15:20:09.791000Z";"";"";"";"";"2014-12-20T21:17:50.315000Z";"";"brown";"";"female";"";"brown";"";"150";"";"";"";"";"49";"";"";"Leia Organa";"";"";"";"";"";"";"";"light";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/5/";"",,,,,
"816";":Character";"";"";"";"52BBY";"";"";"";"";"";"2014-12-10T15:52:14.024000Z";"";"";"";"";"2014-12-20T21:17:50.317000Z";"";"blue";"";"male";"";"brown, grey";"";"178";"";"";"";"";"120";"";"";"Owen Lars";"";"";"";"";"";"";"";"light";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/6/";"",,,,,
"817";":Character";"";"";"";"47BBY";"";"";"";"";"";"2014-12-10T15:53:41.121000Z";"";"";"";"";"2014-12-20T21:17:50.319000Z";"";"blue";"";"female";"";"brown";"";"165";"";"";"";"";"75";"";"";"Beru Whitesun lars";"";"";"";"";"";"";"";"light";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/7/";"",,,,,
"818";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-10T15:57:50.959000Z";"";"";"";"";"2014-12-20T21:17:50.321000Z";"";"red";"";"n/a";"";"n/a";"";"97";"";"";"";"";"32";"";"";"R5-D4";"";"";"";"";"";"";"";"white, red";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/8/";"",,,,,
"819";":Character";"";"";"";"24BBY";"";"";"";"";"";"2014-12-10T15:59:50.509000Z";"";"";"";"";"2014-12-20T21:17:50.323000Z";"";"brown";"";"male";"";"black";"";"183";"";"";"";"";"84";"";"";"Biggs Darklighter";"";"";"";"";"";"";"";"light";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/9/";"",,,,,
"820";":Character";"";"";"";"57BBY";"";"";"";"";"";"2014-12-10T16:16:29.192000Z";"";"";"";"";"2014-12-20T21:17:50.325000Z";"";"blue-gray";"";"male";"";"auburn, white";"";"182";"";"";"";"";"77";"";"";"Obi-Wan Kenobi";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/10/";"",,,,,
"821";":Character";"";"";"";"41.9BBY";"";"";"";"";"";"2014-12-10T16:20:44.310000Z";"";"";"";"";"2014-12-20T21:17:50.327000Z";"";"blue";"";"male";"";"blond";"";"188";"";"";"";"";"84";"";"";"Anakin Skywalker";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/11/";"",,,,,
"822";":Character";"";"";"";"64BBY";"";"";"";"";"";"2014-12-10T16:26:56.138000Z";"";"";"";"";"2014-12-20T21:17:50.330000Z";"";"blue";"";"male";"";"auburn, grey";"";"180";"";"";"";"";"unknown";"";"";"Wilhuff Tarkin";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/12/";"",,,,,
"823";":Character";"";"";"";"200BBY";"";"";"";"";"";"2014-12-10T16:42:45.066000Z";"";"";"";"";"2014-12-20T21:17:50.332000Z";"";"blue";"";"male";"";"brown";"";"228";"";"";"";"";"112";"";"";"Chewbacca";"";"";"";"";"";"";"";"unknown";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/13/";"",,,,,
"824";":Character";"";"";"";"29BBY";"";"";"";"";"";"2014-12-10T16:49:14.582000Z";"";"";"";"";"2014-12-20T21:17:50.334000Z";"";"brown";"";"male";"";"brown";"";"180";"";"";"";"";"80";"";"";"Han Solo";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/14/";"",,,,,
"825";":Character";"";"";"";"44BBY";"";"";"";"";"";"2014-12-10T17:03:30.334000Z";"";"";"";"";"2014-12-20T21:17:50.336000Z";"";"black";"";"male";"";"n/a";"";"173";"";"";"";"";"74";"";"";"Greedo";"";"";"";"";"";"";"";"green";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/15/";"",,,,,
"826";":Character";"";"";"";"600BBY";"";"";"";"";"";"2014-12-10T17:11:31.638000Z";"";"";"";"";"2014-12-20T21:17:50.338000Z";"";"orange";"";"hermaphrodite";"";"n/a";"";"175";"";"";"";"";"1,358";"";"";"Jabba Desilijic Tiure";"";"";"";"";"";"";"";"green-tan, brown";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/16/";"",,,,,
"827";":Character";"";"";"";"21BBY";"";"";"";"";"";"2014-12-12T11:08:06.469000Z";"";"";"";"";"2014-12-20T21:17:50.341000Z";"";"hazel";"";"male";"";"brown";"";"170";"";"";"";"";"77";"";"";"Wedge Antilles";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/18/";"",,,,,
"828";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-12T11:16:56.569000Z";"";"";"";"";"2014-12-20T21:17:50.343000Z";"";"blue";"";"male";"";"brown";"";"180";"";"";"";"";"110";"";"";"Jek Tono Porkins";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/19/";"",,,,,
"829";":Character";"";"";"";"896BBY";"";"";"";"";"";"2014-12-15T12:26:01.042000Z";"";"";"";"";"2014-12-20T21:17:50.345000Z";"";"brown";"";"male";"";"white";"";"66";"";"";"";"";"17";"";"";"Yoda";"";"";"";"";"";"";"";"green";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/20/";"",,,,,
"830";":Character";"";"";"";"82BBY";"";"";"";"";"";"2014-12-15T12:48:05.971000Z";"";"";"";"";"2014-12-20T21:17:50.347000Z";"";"yellow";"";"male";"";"grey";"";"170";"";"";"";"";"75";"";"";"Palpatine";"";"";"";"";"";"";"";"pale";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/21/";"",,,,,
"831";":Character";"";"";"";"31.5BBY";"";"";"";"";"";"2014-12-15T12:49:32.457000Z";"";"";"";"";"2014-12-20T21:17:50.349000Z";"";"brown";"";"male";"";"black";"";"183";"";"";"";"";"78.2";"";"";"Boba Fett";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/22/";"",,,,,
"832";":Character";"";"";"";"15BBY";"";"";"";"";"";"2014-12-15T12:51:10.076000Z";"";"";"";"";"2014-12-20T21:17:50.351000Z";"";"red";"";"none";"";"none";"";"200";"";"";"";"";"140";"";"";"IG-88";"";"";"";"";"";"";"";"metal";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/23/";"",,,,,
"833";":Character";"";"";"";"53BBY";"";"";"";"";"";"2014-12-15T12:53:49.297000Z";"";"";"";"";"2014-12-20T21:17:50.355000Z";"";"red";"";"male";"";"none";"";"190";"";"";"";"";"113";"";"";"Bossk";"";"";"";"";"";"";"";"green";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/24/";"",,,,,
"834";":Character";"";"";"";"31BBY";"";"";"";"";"";"2014-12-15T12:56:32.683000Z";"";"";"";"";"2014-12-20T21:17:50.357000Z";"";"brown";"";"male";"";"black";"";"177";"";"";"";"";"79";"";"";"Lando Calrissian";"";"";"";"";"";"";"";"dark";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/25/";"",,,,,
"835";":Character";"";"";"";"37BBY";"";"";"";"";"";"2014-12-15T13:01:57.178000Z";"";"";"";"";"2014-12-20T21:17:50.359000Z";"";"blue";"";"male";"";"none";"";"175";"";"";"";"";"79";"";"";"Lobot";"";"";"";"";"";"";"";"light";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/26/";"",,,,,
"836";":Character";"";"";"";"41BBY";"";"";"";"";"";"2014-12-18T11:07:50.584000Z";"";"";"";"";"2014-12-20T21:17:50.362000Z";"";"orange";"";"male";"";"none";"";"180";"";"";"";"";"83";"";"";"Ackbar";"";"";"";"";"";"";"";"brown mottle";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/27/";"",,,,,
"837";":Character";"";"";"";"48BBY";"";"";"";"";"";"2014-12-18T11:12:38.895000Z";"";"";"";"";"2014-12-20T21:17:50.364000Z";"";"blue";"";"female";"";"auburn";"";"150";"";"";"";"";"unknown";"";"";"Mon Mothma";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/28/";"",,,,,
"838";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-18T11:16:33.020000Z";"";"";"";"";"2014-12-20T21:17:50.367000Z";"";"brown";"";"male";"";"brown";"";"unknown";"";"";"";"";"unknown";"";"";"Arvel Crynyd";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/29/";"",,,,,
"839";":Character";"";"";"";"8BBY";"";"";"";"";"";"2014-12-18T11:21:58.954000Z";"";"";"";"";"2014-12-20T21:17:50.369000Z";"";"brown";"";"male";"";"brown";"";"88";"";"";"";"";"20";"";"";"Wicket Systri Warrick";"";"";"";"";"";"";"";"brown";"";"";"";"0";"";"";"false";"http://swapi.co/api/people/30/";"",,,,,
"840";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-18T11:26:18.541000Z";"";"";"";"";"2014-12-20T21:17:50.371000Z";"";"black";"";"male";"";"none";"";"160";"";"";"";"";"68";"";"";"Nien Nunb";"";"";"";"";"";"";"";"grey";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/31/";"",,,,,
"841";":Character";"";"";"";"92BBY";"";"";"";"";"";"2014-12-19T16:54:53.618000Z";"";"";"";"";"2014-12-20T21:17:50.375000Z";"";"blue";"";"male";"";"brown";"";"193";"";"";"";"";"89";"";"";"Qui-Gon Jinn";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/32/";"",,,,,
"842";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-19T17:05:57.357000Z";"";"";"";"";"2014-12-20T21:17:50.377000Z";"";"red";"";"male";"";"none";"";"191";"";"";"";"";"90";"";"";"Nute Gunray";"";"";"";"";"";"";"";"mottled green";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/33/";"",,,,,
"843";":Character";"";"";"";"91BBY";"";"";"";"";"";"2014-12-19T17:21:45.915000Z";"";"";"";"";"2014-12-20T21:17:50.379000Z";"";"blue";"";"male";"";"blond";"";"170";"";"";"";"";"unknown";"";"";"Finis Valorum";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/34/";"",,,,,
"844";":Character";"";"";"";"52BBY";"";"";"";"";"";"2014-12-19T17:29:32.489000Z";"";"";"";"";"2014-12-20T21:17:50.383000Z";"";"orange";"";"male";"";"none";"";"196";"";"";"";"";"66";"";"";"Jar Jar Binks";"";"";"";"";"";"";"";"orange";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/36/";"",,,,,
"845";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-19T17:32:56.741000Z";"";"";"";"";"2014-12-20T21:17:50.385000Z";"";"orange";"";"male";"";"none";"";"224";"";"";"";"";"82";"";"";"Roos Tarpals";"";"";"";"";"";"";"";"grey";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/37/";"",,,,,
"846";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-19T17:33:38.909000Z";"";"";"";"";"2014-12-20T21:17:50.388000Z";"";"orange";"";"male";"";"none";"";"206";"";"";"";"";"unknown";"";"";"Rugor Nass";"";"";"";"";"";"";"";"green";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/38/";"",,,,,
"847";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-19T17:45:01.522000Z";"";"";"";"";"2014-12-20T21:17:50.392000Z";"";"blue";"";"male";"";"brown";"";"183";"";"";"";"";"unknown";"";"";"Ric Olié";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/39/";"",,,,,
"848";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-19T17:48:54.647000Z";"";"";"";"";"2014-12-20T21:17:50.395000Z";"";"yellow";"";"male";"";"black";"";"137";"";"";"";"";"unknown";"";"";"Watto";"";"";"";"";"";"";"";"blue, grey";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/40/";"",,,,,
"849";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-19T17:53:02.586000Z";"";"";"";"";"2014-12-20T21:17:50.397000Z";"";"orange";"";"male";"";"none";"";"112";"";"";"";"";"40";"";"";"Sebulba";"";"";"";"";"";"";"";"grey, red";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/41/";"",,,,,
"850";":Character";"";"";"";"62BBY";"";"";"";"";"";"2014-12-19T17:55:43.348000Z";"";"";"";"";"2014-12-20T21:17:50.399000Z";"";"brown";"";"male";"";"black";"";"183";"";"";"";"";"unknown";"";"";"Quarsh Panaka";"";"";"";"";"";"";"";"dark";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/42/";"",,,,,
"851";":Character";"";"";"";"72BBY";"";"";"";"";"";"2014-12-19T17:57:41.191000Z";"";"";"";"";"2014-12-20T21:17:50.401000Z";"";"brown";"";"female";"";"black";"";"163";"";"";"";"";"unknown";"";"";"Shmi Skywalker";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/43/";"",,,,,
"852";":Character";"";"";"";"54BBY";"";"";"";"";"";"2014-12-19T18:00:41.929000Z";"";"";"";"";"2014-12-20T21:17:50.403000Z";"";"yellow";"";"male";"";"none";"";"175";"";"";"";"";"80";"";"";"Darth Maul";"";"";"";"";"";"";"";"red";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/44/";"",,,,,
"853";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T09:47:02.512000Z";"";"";"";"";"2014-12-20T21:17:50.407000Z";"";"pink";"";"male";"";"none";"";"180";"";"";"";"";"unknown";"";"";"Bib Fortuna";"";"";"";"";"";"";"";"pale";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/45/";"",,,,,
"854";":Character";"";"";"";"48BBY";"";"";"";"";"";"2014-12-20T09:48:01.172000Z";"";"";"";"";"2014-12-20T21:17:50.409000Z";"";"hazel";"";"female";"";"none";"";"178";"";"";"";"";"55";"";"";"Ayla Secura";"";"";"";"";"";"";"";"blue";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/46/";"",,,,,
"855";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T09:57:31.858000Z";"";"";"";"";"2014-12-20T21:17:50.414000Z";"";"yellow";"";"male";"";"none";"";"94";"";"";"";"";"45";"";"";"Dud Bolt";"";"";"";"";"";"";"";"blue, grey";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/48/";"",,,,,
"856";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T10:02:12.223000Z";"";"";"";"";"2014-12-20T21:17:50.416000Z";"";"black";"";"male";"";"none";"";"122";"";"";"";"";"unknown";"";"";"Gasgano";"";"";"";"";"";"";"";"white, blue";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/49/";"",,,,,
"857";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T10:08:33.777000Z";"";"";"";"";"2014-12-20T21:17:50.417000Z";"";"orange";"";"male";"";"none";"";"163";"";"";"";"";"65";"";"";"Ben Quadinaros";"";"";"";"";"";"";"";"grey, green, yellow";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/50/";"",,,,,
"858";":Character";"";"";"";"72BBY";"";"";"";"";"";"2014-12-20T10:12:30.846000Z";"";"";"";"";"2014-12-20T21:17:50.420000Z";"";"brown";"";"male";"";"none";"";"188";"";"";"";"";"84";"";"";"Mace Windu";"";"";"";"";"";"";"";"dark";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/51/";"",,,,,
"859";":Character";"";"";"";"92BBY";"";"";"";"";"";"2014-12-20T10:15:32.293000Z";"";"";"";"";"2014-12-20T21:17:50.422000Z";"";"yellow";"";"male";"";"white";"";"198";"";"";"";"";"82";"";"";"Ki-Adi-Mundi";"";"";"";"";"";"";"";"pale";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/52/";"",,,,,
"860";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T10:18:57.202000Z";"";"";"";"";"2014-12-20T21:17:50.424000Z";"";"black";"";"male";"";"none";"";"196";"";"";"";"";"87";"";"";"Kit Fisto";"";"";"";"";"";"";"";"green";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/53/";"",,,,,
"861";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T10:26:47.902000Z";"";"";"";"";"2014-12-20T21:17:50.427000Z";"";"brown";"";"male";"";"black";"";"171";"";"";"";"";"unknown";"";"";"Eeth Koth";"";"";"";"";"";"";"";"brown";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/54/";"",,,,,
"862";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T10:29:11.661000Z";"";"";"";"";"2014-12-20T21:17:50.432000Z";"";"blue";"";"female";"";"none";"";"184";"";"";"";"";"50";"";"";"Adi Gallia";"";"";"";"";"";"";"";"dark";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/55/";"",,,,,
"863";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T10:32:11.669000Z";"";"";"";"";"2014-12-20T21:17:50.434000Z";"";"orange";"";"male";"";"none";"";"188";"";"";"";"";"unknown";"";"";"Saesee Tiin";"";"";"";"";"";"";"";"pale";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/56/";"",,,,,
"864";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T10:34:48.725000Z";"";"";"";"";"2014-12-20T21:17:50.437000Z";"";"yellow";"";"male";"";"none";"";"264";"";"";"";"";"unknown";"";"";"Yarael Poof";"";"";"";"";"";"";"";"white";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/57/";"",,,,,
"865";":Character";"";"";"";"22BBY";"";"";"";"";"";"2014-12-20T10:49:19.859000Z";"";"";"";"";"2014-12-20T21:17:50.439000Z";"";"black";"";"male";"";"none";"";"188";"";"";"";"";"80";"";"";"Plo Koon";"";"";"";"";"";"";"";"orange";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/58/";"",,,,,
"866";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T10:53:26.457000Z";"";"";"";"";"2014-12-20T21:17:50.442000Z";"";"blue";"";"male";"";"none";"";"196";"";"";"";"";"unknown";"";"";"Mas Amedda";"";"";"";"";"";"";"";"blue";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/59/";"",,,,,
"867";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T11:10:10.381000Z";"";"";"";"";"2014-12-20T21:17:50.445000Z";"";"brown";"";"male";"";"black";"";"185";"";"";"";"";"85";"";"";"Gregar Typho";"";"";"";"";"";"";"";"dark";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/60/";"",,,,,
"868";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T11:11:39.630000Z";"";"";"";"";"2014-12-20T21:17:50.449000Z";"";"brown";"";"female";"";"brown";"";"157";"";"";"";"";"unknown";"";"";"Cordé";"";"";"";"";"";"";"";"light";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/61/";"",,,,,
"869";":Character";"";"";"";"82BBY";"";"";"";"";"";"2014-12-20T15:59:03.958000Z";"";"";"";"";"2014-12-20T21:17:50.451000Z";"";"blue";"";"male";"";"brown";"";"183";"";"";"";"";"unknown";"";"";"Cliegg Lars";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/62/";"",,,,,
"870";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T16:40:43.977000Z";"";"";"";"";"2014-12-20T21:17:50.453000Z";"";"yellow";"";"male";"";"none";"";"183";"";"";"";"";"80";"";"";"Poggle the Lesser";"";"";"";"";"";"";"";"green";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/63/";"",,,,,
"871";":Character";"";"";"";"58BBY";"";"";"";"";"";"2014-12-20T16:45:53.668000Z";"";"";"";"";"2014-12-20T21:17:50.455000Z";"";"blue";"";"female";"";"black";"";"170";"";"";"";"";"56.2";"";"";"Luminara Unduli";"";"";"";"";"";"";"";"yellow";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/64/";"",,,,,
"872";":Character";"";"";"";"40BBY";"";"";"";"";"";"2014-12-20T16:46:40.440000Z";"";"";"";"";"2014-12-20T21:17:50.457000Z";"";"blue";"";"female";"";"black";"";"166";"";"";"";"";"50";"";"";"Barriss Offee";"";"";"";"";"";"";"";"yellow";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/65/";"",,,,,
"873";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T16:49:14.640000Z";"";"";"";"";"2014-12-20T21:17:50.460000Z";"";"brown";"";"female";"";"brown";"";"165";"";"";"";"";"unknown";"";"";"Dormé";"";"";"";"";"";"";"";"light";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/66/";"",,,,,
"874";":Character";"";"";"";"102BBY";"";"";"";"";"";"2014-12-20T16:52:14.726000Z";"";"";"";"";"2014-12-20T21:17:50.462000Z";"";"brown";"";"male";"";"white";"";"193";"";"";"";"";"80";"";"";"Dooku";"";"";"";"";"";"";"";"fair";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/67/";"",,,,,
"875";":Character";"";"";"";"67BBY";"";"";"";"";"";"2014-12-20T16:53:08.575000Z";"";"";"";"";"2014-12-20T21:17:50.463000Z";"";"brown";"";"male";"";"black";"";"191";"";"";"";"";"unknown";"";"";"Bail Prestor Organa";"";"";"";"";"";"";"";"tan";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/68/";"",,,,,
"876";":Character";"";"";"";"66BBY";"";"";"";"";"";"2014-12-20T16:54:41.620000Z";"";"";"";"";"2014-12-20T21:17:50.465000Z";"";"brown";"";"male";"";"black";"";"183";"";"";"";"";"79";"";"";"Jango Fett";"";"";"";"";"";"";"";"tan";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/69/";"",,,,,
"877";":Character";"";"";"";"unknown";"";"";"";"";"";"2014-12-20T16:57:44.471000Z";"";"";"";"";"2014-12-20T21:17:50.468000Z";"";"yellow";"";"female";"";"blonde";"";"168";"";"";"";"";"55";"";"";"Zam Wesell";"";"";"";"";"";"";"";"fair, green, yellow";"";"";"";"1";"";"";"false";"http://swapi.co/api/people/70/";"",,,,,
